colour	order	level	x	y	piece	group
#FF0000	0.2	0.2	-0.112562814070352	0.582897310570074	1	-1-001
#FF0000	0.2	0.2	-0.11299881454556	0.58391959798995	1	-1-001
#FF0000	0.2	0.2	-0.113385870384387	0.589949748743719	1	-1-001
#FF0000	0.2	0.2	-0.112562814070352	0.592942398635576	1	-1-001
#FF0000	0.2	0.2	-0.111694472686655	0.595979899497487	1	-1-001
#FF0000	0.2	0.2	-0.11105527638191	0.596992895075338	1	-1-001
#FF0000	0.2	0.2	-0.109547738693467	0.599241695616938	1	-1-001
#FF0000	0.2	0.2	-0.108040201005025	0.601366612561518	1	-1-001
#FF0000	0.2	0.2	-0.107548121989643	0.602010050251256	1	-1-001
#FF0000	0.2	0.2	-0.106532663316583	0.602858056608659	1	-1-001
#FF0000	0.2	0.2	-0.105025125628141	0.604010401012057	1	-1-001
#FF0000	0.2	0.2	-0.103517587939699	0.605057175259551	1	-1-001
#FF0000	0.2	0.2	-0.102010050251256	0.605994775674417	1	-1-001
#FF0000	0.2	0.2	-0.100502512562814	0.606819432675048	1	-1-001
#FF0000	0.2	0.2	-0.0989949748743719	0.60752720111646	1	-1-001
#FF0000	0.2	0.2	-0.0976749890776311	0.608040201005025	1	-1-001
#FF0000	0.2	0.2	-0.0974874371859296	0.608092928970444	1	-1-001
#FF0000	0.2	0.2	-0.0959798994974874	0.608421519312059	1	-1-001
#FF0000	0.2	0.2	-0.0944723618090452	0.608655605396805	1	-1-001
#FF0000	0.2	0.2	-0.092964824120603	0.608792737372803	1	-1-001
#FF0000	0.2	0.2	-0.0914572864321608	0.608830379972791	1	-1-001
#FF0000	0.2	0.2	-0.0899497487437186	0.608765908758827	1	-1-001
#FF0000	0.2	0.2	-0.0884422110552764	0.60859660616711	1	-1-001
#FF0000	0.2	0.2	-0.0869346733668342	0.608319657340393	1	-1-001
#FF0000	0.2	0.2	-0.0858447833382459	0.608040201005025	1	-1-001
#FF0000	0.2	0.2	-0.085427135678392	0.607884585169251	1	-1-001
#FF0000	0.2	0.2	-0.0839195979899498	0.607159396582344	1	-1-001
#FF0000	0.2	0.2	-0.0824120603015075	0.606258757059613	1	-1-001
#FF0000	0.2	0.2	-0.0809045226130653	0.605175542690099	1	-1-001
#FF0000	0.2	0.2	-0.0793969849246231	0.603902238597647	1	-1-001
#FF0000	0.2	0.2	-0.0778894472361809	0.602430911747243	1	-1-001
#FF0000	0.2	0.2	-0.0775072962863865	0.602010050251256	1	-1-001
#FF0000	0.2	0.2	-0.0763819095477387	0.599604990995312	1	-1-001
#FF0000	0.2	0.2	-0.0749049160602297	0.595979899497487	1	-1-001
#FF0000	0.2	0.2	-0.0748743718592965	0.59471937630837	1	-1-001
